scope,threshold,gate,status,values
symbol-2-fold-1,2,adverseMeanRatioMax,FAIL,"{""baseline"": 1.1640133492286209, ""candidate"": 1.0966693744922817, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 0.9421450151057398, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-1,2,adverseES95RatioMax,PASS,"{""baseline"": 2.1933387489845635, ""candidate"": 2.1933387489845635, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,2,throughputRatioMin,FAIL,"{""baseline"": 9, ""candidate"": 4, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.4444444444444444, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-1,2,absoluteStrictLabelCoverageGapMax,FAIL,"{""acceptedCoverage"": 0.5, ""baseline"": 0.3333333333333333, ""candidate"": 0.16666666666666669, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""FAIL""}"
symbol-2-fold-1,5,precision1RatioMin,PASS,"{""baseline"": 0.6666666666666666, ""candidate"": 0.6666666666666666, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,5,precision2RatioMin,PASS,"{""baseline"": 0.3333333333333333, ""candidate"": 0.3333333333333333, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-1,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-1,5,adverseMeanRatioMax,FAIL,"{""baseline"": 1.1640133492286209, ""candidate"": 1.1640133492286209, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-1,5,adverseES95RatioMax,PASS,"{""baseline"": 2.1933387489845635, ""candidate"": 2.1933387489845635, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,5,throughputRatioMin,PASS,"{""baseline"": 9, ""candidate"": 9, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.3333333333333333, ""baseline"": 0.3333333333333333, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-2-fold-1,10,precision1RatioMin,PASS,"{""baseline"": 0.6666666666666666, ""candidate"": 0.6666666666666666, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,10,precision2RatioMin,PASS,"{""baseline"": 0.3333333333333333, ""candidate"": 0.3333333333333333, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-1,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-1,10,adverseMeanRatioMax,FAIL,"{""baseline"": 1.1640133492286209, ""candidate"": 1.1640133492286209, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-1,10,adverseES95RatioMax,PASS,"{""baseline"": 2.1933387489845635, ""candidate"": 2.1933387489845635, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,10,throughputRatioMin,PASS,"{""baseline"": 9, ""candidate"": 9, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-1,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.3333333333333333, ""baseline"": 0.3333333333333333, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-2-fold-2,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.7857142857142857, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.7857142857142857, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 6, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-2,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 4, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-2,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 2.3453568203789397, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 9.345794392523366, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,1,throughputRatioMin,FAIL,"{""baseline"": 22, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-2,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.6363636363636364, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,2,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.7857142857142857, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,2,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.7857142857142857, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,2,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 6, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-2,2,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 4, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-2,2,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 2.3453568203789397, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,2,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 9.345794392523366, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,2,throughputRatioMin,FAIL,"{""baseline"": 22, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-2,2,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.6363636363636364, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-2,5,precision1RatioMin,PASS,"{""baseline"": 0.7857142857142857, ""candidate"": 0.7857142857142857, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-2,5,precision2RatioMin,PASS,"{""baseline"": 0.7857142857142857, ""candidate"": 0.7857142857142857, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-2,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 6, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 6, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-2,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 4, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 4, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-2,5,adverseMeanRatioMax,FAIL,"{""baseline"": 2.3453568203789397, ""candidate"": 2.3453568203789397, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-2,5,adverseES95RatioMax,PASS,"{""baseline"": 9.345794392523366, ""candidate"": 9.345794392523366, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-2,5,throughputRatioMin,PASS,"{""baseline"": 22, ""candidate"": 22, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-2,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.6363636363636364, ""baseline"": 0.6363636363636364, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-2-fold-2,10,precision1RatioMin,PASS,"{""baseline"": 0.7857142857142857, ""candidate"": 0.7857142857142857, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-2,10,precision2RatioMin,PASS,"{""baseline"": 0.7857142857142857, ""candidate"": 0.7857142857142857, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-2,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 6, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 6, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-2,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 4, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 4, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-2,10,adverseMeanRatioMax,FAIL,"{""baseline"": 2.3453568203789397, ""candidate"": 2.3453568203789397, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-2,10,adverseES95RatioMax,PASS,"{""baseline"": 9.345794392523366, ""candidate"": 9.345794392523366, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-2,10,throughputRatioMin,PASS,"{""baseline"": 22, ""candidate"": 22, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-2,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.6363636363636364, ""baseline"": 0.6363636363636364, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-2-fold-3,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8484848484848485, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.6666666666666666, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 16, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-3,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 12, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-3,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 2.363720446801137, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 10.786529393711113, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,1,throughputRatioMin,FAIL,"{""baseline"": 51, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-3,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.6470588235294118, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,2,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8484848484848485, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,2,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.6666666666666666, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,2,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 16, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-3,2,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 12, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-3,2,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 2.363720446801137, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,2,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 10.786529393711113, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,2,throughputRatioMin,FAIL,"{""baseline"": 51, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-3,2,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.6470588235294118, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-3,5,precision1RatioMin,PASS,"{""baseline"": 0.8484848484848485, ""candidate"": 0.8484848484848485, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-3,5,precision2RatioMin,PASS,"{""baseline"": 0.6666666666666666, ""candidate"": 0.6666666666666666, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-3,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 16, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 16, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-3,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 12, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 12, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-3,5,adverseMeanRatioMax,FAIL,"{""baseline"": 2.363720446801137, ""candidate"": 2.363720446801137, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-3,5,adverseES95RatioMax,PASS,"{""baseline"": 10.786529393711113, ""candidate"": 10.786529393711113, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-3,5,throughputRatioMin,PASS,"{""baseline"": 51, ""candidate"": 51, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-3,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.6470588235294118, ""baseline"": 0.6470588235294118, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-2-fold-3,10,precision1RatioMin,PASS,"{""baseline"": 0.8484848484848485, ""candidate"": 0.8484848484848485, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-3,10,precision2RatioMin,PASS,"{""baseline"": 0.6666666666666666, ""candidate"": 0.6666666666666666, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-3,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 16, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 16, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-3,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 12, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 12, ""operator"": "">="", ""status"": ""PASS""}"
symbol-2-fold-3,10,adverseMeanRatioMax,FAIL,"{""baseline"": 2.363720446801137, ""candidate"": 2.363720446801137, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-3,10,adverseES95RatioMax,PASS,"{""baseline"": 10.786529393711113, ""candidate"": 10.786529393711113, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-3,10,throughputRatioMin,PASS,"{""baseline"": 51, ""candidate"": 51, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-2-fold-3,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.6470588235294118, ""baseline"": 0.6470588235294118, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-2-fold-4,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.85, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-4,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.775, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-4,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 22, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-4,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-4,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 1.8136326242107337, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-4,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 8.953823953823953, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-4,1,throughputRatioMin,FAIL,"{""baseline"": 57, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-2-fold-4,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.7017543859649122, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-4,2,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.85, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-4,2,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.775, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-4,2,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 22, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-4,2,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-2-fold-4,2,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 1.8136326242107337, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-2-fold-4,2,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 8.953823953823953, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
