symbol,dailyAvailable60,dailyHM60,intradayAvailable60,intradayHM60,archivalUniqueAvailable60,archivalUniqueHM60,validatedHandoff
47250,4,1,1,1,4,1,False
47260,4,0,0,0,4,0,False
47280,4,0,1,0,4,0,False
47320,4,1,5,4,8,4,False
47330,4,1,4,2,7,2,False
47350,4,0,1,0,4,0,False
47360,4,0,1,1,4,1,False
47390,0,0,0,0,0,0,False
47430,4,1,4,3,7,3,False
47450,4,0,1,0,4,0,False
47460,2,1,1,1,2,1,False
47480,0,0,0,0,0,0,False
47500,4,0,1,0,4,0,False
47510,4,1,5,4,8,4,False
47520,4,1,1,1,4,1,False
47540,4,0,1,0,4,0,False
47550,4,1,5,5,8,5,False
47600,4,0,1,0,4,0,False
47610,4,0,1,1,4,1,False
47620,4,0,1,1,4,1,False
47630,4,1,1,0,4,1,False
47650,4,0,4,2,7,2,False
47660,4,0,1,0,4,0,False
47670,4,0,4,0,7,0,False
47680,4,1,4,4,7,4,False
47690,4,0,1,0,4,0,False
47700,0,0,0,0,0,0,False
47710,4,1,1,1,4,1,False
47720,4,0,1,0,4,0,False
47760,4,1,4,4,7,4,False
47770,2,0,1,0,2,0,False
47810,2,0,0,0,2,0,False
47830,4,1,1,1,4,1,False
47840,4,0,4,4,7,4,False
47920,4,1,1,1,4,1,False
48000,4,0,1,0,4,0,False
48010,4,1,1,0,4,1,False
48090,4,1,1,1,4,1,False
48110,4,1,1,1,4,1,False
48120,4,1,4,4,7,4,False
48130,4,0,4,4,7,4,False
48140,4,0,4,0,7,0,False
48160,4,1,4,4,7,4,False
48190,4,1,4,4,7,4,False
48200,4,0,4,3,7,3,False
48240,4,0,0,0,4,0,False
48250,4,1,4,4,7,4,False
48260,4,0,4,2,7,2,False
48280,4,0,1,1,4,1,False
48290,4,0,1,0,4,0,False
48320,4,1,1,1,4,1,False
48330,4,0,4,1,7,1,False
48370,0,0,0,0,0,0,False
48380,4,0,1,0,4,0,False
48390,4,1,4,0,7,1,False
48400,4,0,1,1,4,1,False
48450,4,1,1,0,4,1,False
48470,4,1,1,1,4,1,False
48480,4,1,4,3,7,3,False
48490,4,1,4,4,7,4,False
48800,4,1,1,1,4,1,False
48810,4,0,4,0,7,0,False
48820,2,0,4,3,5,3,False
48830,4,0,4,2,7,2,False
48840,4,0,4,2,7,2,False
48850,4,1,1,0,4,1,False
48860,4,1,1,1,4,1,False
48870,4,1,4,4,7,4,False
48880,4,1,4,2,7,2,False
48890,4,0,4,4,7,4,False
48900,4,1,1,0,4,1,False
48910,4,0,4,3,7,3,False
48920,4,1,4,1,7,1,False
48930,2,1,4,0,5,1,False
48940,4,0,4,4,7,4,False
48960,2,1,4,1,5,1,False
49010,4,1,5,4,8,4,False
49020,4,1,5,4,8,4,False
49110,4,1,5,5,8,5,False
49120,2,1,4,4,5,4,False
49140,2,1,4,4,5,4,False
49170,4,1,4,4,7,4,False
49180,4,0,1,0,4,0,False
49190,4,1,4,4,7,4,False
49200,4,1,1,0,4,1,False
49210,4,0,0,0,4,0,False
49220,4,1,5,4,8,4,False
49230,2,1,1,1,2,1,False
49250,4,0,1,0,4,0,False
49260,4,1,1,0,4,1,False
49270,4,1,4,4,7,4,False
49280,4,0,4,2,7,2,False
49290,4,0,1,0,4,0,False
49300,0,0,0,0,0,0,False
49310,4,1,4,2,7,2,False
49320,4,1,1,1,4,1,False
49330,4,1,4,2,7,2,False
49340,4,1,1,1,4,1,False
49350,4,0,4,2,7,2,False
49360,4,1,1,0,4,1,False
49370,4,1,1,1,4,1,False
49510,4,1,1,1,4,1,False
49550,4,1,0,0,4,1,False
49560,4,1,4,4,7,4,False
49570,4,0,1,0,4,0,False
49580,4,1,4,2,7,2,False
49600,4,0,1,0,4,0,False
49620,0,0,0,0,0,0,False
49630,0,0,0,0,0,0,False
49660,4,1,1,1,4,1,False
49670,4,0,4,3,7,3,False
49680,4,1,1,1,4,1,False
49700,4,1,4,3,7,4,False
49710,4,1,4,4,7,4,False
49720,4,1,1,1,4,1,False
49730,4,0,1,0,4,0,False
49740,4,1,4,4,7,4,False
49750,4,1,1,1,4,1,False
49760,4,0,1,0,4,0,False
49770,4,1,4,0,7,1,False
49780,4,0,4,4,7,4,False
49790,4,1,1,1,4,1,False
49800,4,1,4,4,7,4,False
49850,4,1,4,2,7,2,False
49870,0,0,0,0,0,0,False
49900,4,0,1,0,4,0,False
49920,4,1,4,4,7,4,False
49940,4,0,1,1,4,1,False
49960,4,0,4,4,7,4,False
49970,4,1,4,4,7,4,False
49980,4,1,1,1,4,1,False
49990,0,0,0,0,0,0,False
50080,0,0,0,0,0,0,False
50090,4,1,1,0,4,1,False
50100,4,0,1,0,4,0,False
50110,4,1,4,3,7,3,False
50130,4,1,1,1,4,1,False
50150,4,0,1,1,4,1,False
50160,0,0,5,5,5,5,False
50170,4,1,4,3,7,3,False
50180,4,0,1,0,4,0,False
50190,4,1,5,5,8,5,False
50200,4,1,5,5,8,5,False
50210,4,1,5,3,8,3,False
50250,4,0,1,0,4,0,False
50260,4,1,4,3,7,3,False
50270,4,1,4,3,7,4,False
50280,4,0,4,1,7,1,False
50290,4,1,1,1,4,1,False
50310,4,0,1,0,4,0,False
50320,4,1,4,4,7,4,False
50330,4,0,1,1,4,1,False
50340,4,1,4,1,7,1,False
50350,4,1,1,0,4,1,False
50360,4,1,4,1,7,1,False
50380,4,1,4,2,7,2,False
50700,4,0,1,0,4,0,False
50710,4,0,1,0,4,0,False
50740,4,1,4,4,7,4,False
50749,0,0,0,0,0,0,False
50760,4,1,5,3,8,3,False
50765,0,0,1,0,1,0,False
50780,4,0,1,0,4,0,False
50790,4,1,1,1,4,1,False
51010,4,1,5,4,8,4,False
51030,4,0,1,0,4,0,False
51040,0,0,0,0,0,0,False
51050,4,1,5,4,8,4,False
51080,4,1,5,4,8,4,False
51100,4,1,4,4,7,4,False
51210,4,1,4,3,7,3,False
51220,4,1,1,1,4,1,False
51250,4,0,1,0,4,0,False
51260,4,0,0,0,4,0,False
51270,0,0,0,0,0,0,False
51280,0,0,0,0,0,0,False
51290,4,1,1,0,4,1,False
51310,4,0,4,0,7,0,False
51320,4,1,4,4,7,4,False
51330,4,0,1,0,4,0,False
51340,4,0,1,1,4,1,False
51360,4,1,4,4,7,4,False
51370,4,1,4,1,7,2,False
51380,4,1,1,0,4,1,False
51390,4,1,4,3,7,3,False
51420,4,1,1,1,4,1,False
51610,4,0,4,4,7,4,False
51620,4,0,1,0,4,0,False
51840,4,1,1,0,4,1,False
51850,4,1,1,1,4,1,False
51860,4,0,1,1,4,1,False
51870,4,0,1,0,4,0,False
51890,4,1,1,1,4,1,False
51910,4,1,4,4,7,4,False
51920,4,1,4,1,7,1,False
51940,4,1,1,0,4,1,False
51950,4,1,1,1,4,1,False
51990,4,0,1,0,4,0,False
52010,4,1,4,3,7,3,False
52020,4,1,4,3,7,3,False
52040,4,1,1,1,4,1,False
52080,4,1,5,4,8,4,False
52100,4,1,1,1,4,1,False
52120,0,0,0,0,0,0,False
52140,4,1,5,3,8,3,False
52160,4,1,4,2,7,3,False
52170,4,0,0,0,4,0,False
52180,4,1,4,2,7,2,False
52320,4,1,4,4,7,4,False
52330,4,1,4,4,7,4,False
52370,4,0,1,0,4,0,False
52400,4,1,1,0,4,1,False
52420,4,0,1,1,4,1,False
52430,4,1,4,4,7,4,False
52440,4,1,4,0,7,1,False
52460,4,1,5,4,8,4,False
52470,4,0,1,0,4,0,False
52480,2,0,4,2,5,2,False
52500,4,1,1,0,4,1,False
52520,4,0,1,0,4,0,False
52530,4,1,4,4,7,4,False
52540,4,1,4,1,7,2,False
52550,4,1,4,1,7,2,False
52560,4,1,1,1,4,1,False
52570,4,1,1,1,4,1,False
52580,2,0,4,4,5,4,False
52590,4,1,1,1,4,1,False
52610,4,0,1,0,4,0,False
52620,4,1,4,2,7,3,False
52680,4,0,1,0,4,0,False
52690,4,1,1,0,4,1,False
52710,4,0,1,0,4,0,False
52730,2,1,1,1,2,1,False
52770,4,0,0,0,4,0,False
52790,4,1,1,1,4,1,False
52800,4,1,1,1,4,1,False
52820,4,0,1,0,4,0,False
52830,4,0,1,0,4,0,False
52840,4,0,1,1,4,1,False
52850,4,1,4,4,7,4,False
52870,4,0,1,0,4,0,False
52880,4,1,4,3,7,4,False
52900,4,0,1,1,4,1,False
53010,4,1,4,4,7,4,False
53020,4,1,1,0,4,1,False
53040,4,1,1,1,4,1,False
53100,4,0,4,4,7,4,False
53310,4,1,4,2,7,2,False
53320,4,1,5,4,8,4,False
53330,4,1,5,4,8,4,False
53340,4,1,5,4,8,4,False
53370,4,1,1,0,4,1,False
53410,4,0,1,0,4,0,False
53440,4,1,4,4,7,4,False
53510,4,1,4,4,7,4,False
53520,4,1,4,3,7,4,False
53550,4,0,1,0,4,0,False
53560,4,0,1,0,4,0,False
53570,4,1,1,1,4,1,False
53630,4,0,4,1,7,1,False
53670,4,0,1,0,4,0,False
53680,4,0,1,0,4,0,False
53800,4,0,1,0,4,0,False
53810,4,1,4,3,7,4,False
53840,4,1,4,4,7,4,False
53860,4,0,1,0,4,0,False
53870,0,0,0,0,0,0,False
53880,4,0,1,1,4,1,False
53910,4,1,1,0,4,1,False
53930,4,1,4,4,7,4,False
53950,4,0,0,0,4,0,False
54010,4,1,5,5,8,5,False
54060,4,1,5,4,8,4,False
54080,4,1,4,4,7,4,False
54100,4,1,4,2,7,2,False
54110,4,1,5,4,8,4,False
54230,4,1,5,4,8,4,False
54400,4,1,4,3,7,3,False
54440,4,1,4,4,7,4,False
54450,4,1,4,2,7,2,False
54460,4,0,1,1,4,1,False
54490,4,1,4,3,7,3,False
54510,4,1,4,3,7,4,False
54580,4,0,1,0,4,0,False
54610,4,1,1,1,4,1,False
54630,4,1,5,4,8,4,False
54640,4,1,1,1,4,1,False
54710,4,1,4,4,7,4,False
54760,4,0,1,0,4,0,False
54800,4,1,4,3,7,3,False
54810,4,1,0,0,4,1,False
54820,4,1,4,4,7,4,False
54840,4,0,1,0,4,0,False
54860,0,0,0,0,0,0,False
54910,4,0,1,0,4,0,False
55270,4,1,1,0,4,1,False
55320,4,0,4,3,7,3,False
55330,4,0,1,0,4,0,False
55350,2,1,4,4,5,4,False
55410,4,1,4,4,7,4,False
55420,4,0,1,1,4,1,False
55630,4,0,4,3,7,3,False
55700,4,1,1,1,4,1,False
55710,4,0,1,1,4,1,False
55720,4,1,4,1,7,2,False
55740,4,0,4,4,7,4,False
55750,4,1,1,0,4,1,False
55760,4,1,1,0,4,1,False
55770,4,1,4,0,7,1,False
55780,4,1,1,1,4,1,False
55800,4,0,1,1,4,1,False
55820,2,1,1,0,2,1,False
55850,4,1,0,0,4,1,False
55860,4,0,4,4,7,4,False
55870,4,0,1,1,4,1,False
55880,4,1,4,2,7,2,False
55890,4,1,1,1,4,1,False
55900,4,1,4,3,7,3,False
55910,4,0,4,2,7,2,False
55920,4,0,4,4,7,4,False
55950,4,0,5,5,8,5,False
55960,4,1,1,1,4,1,False
55970,4,1,4,2,7,3,False
55990,4,1,1,1,4,1,False
56020,4,1,4,3,7,4,False
56030,4,1,1,1,4,1,False
56090,4,0,1,0,4,0,False
56100,4,0,0,0,4,0,False
56120,4,0,4,1,7,1,False
56160,4,0,4,1,7,1,False
56180,4,0,1,1,4,1,False
56190,4,0,1,0,4,0,False
56210,4,1,4,3,7,3,False
56310,4,0,5,4,8,4,False
56320,4,0,4,4,7,4,False
56440,4,0,1,0,4,0,False
56580,4,0,1,0,4,0,False
56590,4,0,1,1,4,1,False
56600,4,0,1,0,4,0,False
56950,4,1,1,0,4,1,False
56970,4,0,1,0,4,0,False
56980,4,0,1,1,4,1,False
56990,4,0,1,1,4,1,False
57020,4,1,4,3,7,3,False
57030,4,0,5,4,8,4,False
57040,4,1,1,0,4,1,False
57060,4,1,5,3,8,3,False
57070,4,1,4,4,7,4,False
57110,4,1,5,4,8,4,False
57130,4,0,5,5,8,5,False
57140,4,1,4,4,7,4,False
57150,4,0,5,4,8,4,False
57210,4,0,5,4,8,4,False
57240,4,0,4,3,7,3,False
57260,4,1,4,4,7,4,False
57270,4,1,4,4,7,4,False
57290,4,1,1,1,4,1,False
57410,4,1,4,4,7,4,False
57420,4,0,1,0,4,0,False
57530,4,0,1,0,4,0,False
57570,4,0,1,1,4,1,False
57590,2,1,0,0,2,1,False
57810,0,0,0,0,0,0,False
58010,4,1,5,4,8,5,False
58020,4,1,5,5,8,5,False
58030,4,1,5,5,8,5,False
58050,4,1,4,4,7,4,False
58070,0,0,0,0,0,0,False
58090,4,0,0,0,4,0,False
58160,4,1,1,0,4,1,False
58170,4,0,1,0,4,0,False
58190,4,1,1,0,4,1,False
58200,4,1,1,1,4,1,False
58210,4,0,1,1,4,1,False
58300,4,1,5,4,8,4,False
58310,4,1,4,4,7,4,False
58320,4,1,5,4,8,4,False
58340,4,1,4,1,7,1,False
58380,4,1,5,4,8,4,False
58420,4,1,4,4,7,4,False
58430,4,0,1,1,4,1,False
58440,4,1,5,4,8,4,False
58450,4,0,4,2,7,2,False
58510,4,1,4,4,7,4,False
58520,4,1,4,3,7,3,False
58560,4,0,4,1,7,1,False
58570,4,0,4,4,7,4,False
58580,4,1,1,0,4,1,False
58670,4,0,1,1,4,1,False
58680,4,1,1,1,4,1,False
58690,4,1,1,0,4,1,False
58700,4,0,1,0,4,0,False
58710,4,0,1,1,4,1,False
58840,4,1,4,2,7,2,False
58850,4,1,4,4,7,4,False
58880,4,1,1,1,4,1,False
58890,4,1,4,3,7,3,False
58910,4,1,1,1,4,1,False
58920,4,1,4,4,7,4,False
59000,4,0,1,0,4,0,False
59010,4,1,5,4,8,4,False
59020,4,1,1,1,4,1,False
59030,4,0,1,0,4,0,False
59050,4,0,1,0,4,0,False
59060,4,0,1,1,4,1,False
59070,0,0,0,0,0,0,False
59090,4,0,1,0,4,0,False
59110,4,1,4,4,7,4,False
59150,4,1,1,0,4,1,False
59180,0,0,1,0,1,0,False
59210,4,1,1,0,4,1,False
59220,4,1,1,0,4,1,False
59230,4,0,1,0,4,0,False
59280,4,0,1,0,4,0,False
59290,4,1,4,4,7,4,False
59300,4,1,4,4,7,4,False
59320,4,0,1,0,4,0,False
59330,4,1,1,1,4,1,False
59350,4,0,0,0,4,0,False
59360,4,1,1,0,4,1,False
59380,4,1,5,4,8,4,False
59390,4,0,1,0,4,0,False
59400,4,0,1,0,4,0,False
59410,4,0,1,0,4,0,False
59420,4,0,1,0,4,0,False
59430,4,1,4,3,7,3,False
59450,4,0,1,0,4,0,False
59460,4,1,4,0,7,1,False
59470,4,1,4,4,7,4,False
59490,4,1,4,4,7,4,False
59500,4,1,1,0,4,1,False
59510,4,0,1,0,4,0,False
59520,4,0,1,0,4,0,False
59550,4,0,1,0,4,0,False
59560,4,0,1,0,4,0,False
59570,4,1,4,2,7,2,False
59580,4,0,1,0,4,0,False
59590,4,1,4,1,7,2,False
59620,4,1,1,0,4,1,False
59640,0,0,0,0,0,0,False
59650,4,1,1,0,4,1,False
59660,4,0,1,0,4,0,False
59670,4,0,1,0,4,0,False
59690,0,0,1,0,1,0,False
59700,4,1,4,3,7,3,False
59710,4,0,1,0,4,0,False
59730,4,0,0,0,4,0,False
59740,4,0,1,0,4,0,False
59750,4,1,4,3,7,4,False
59760,4,1,4,4,7,4,False
59810,4,1,1,1,4,1,False
59820,2,1,1,0,2,1,False
59830,4,0,1,1,4,1,False
59840,4,0,1,0,4,0,False
59850,4,1,4,0,7,1,False
59860,4,0,1,0,4,0,False
59870,2,0,0,0,2,0,False
59880,4,1,4,4,7,4,False
59890,4,1,4,2,7,2,False
59900,4,0,1,0,4,0,False
59910,4,0,5,4,8,4,False
59920,4,1,4,1,7,1,False
59940,4,0,1,0,4,0,False
59970,4,0,1,0,4,0,False
59980,4,0,1,0,4,0,False
59990,0,0,0,0,0,0,False
60050,4,1,4,4,7,4,False
60130,4,1,4,4,7,4,False
60160,4,1,5,4,8,4,False
60180,4,1,1,0,4,1,False
60220,4,0,4,0,7,0,False
60230,4,1,4,4,7,4,False
60260,4,1,1,1,4,1,False
60270,4,1,4,4,7,4,False
60280,4,1,4,3,7,4,False
60290,4,0,4,0,7,0,False
60300,2,1,1,1,2,1,False
60310,2,1,4,4,5,4,False
60320,0,0,0,0,0,0,False
60330,4,1,1,1,4,1,False
60340,4,0,1,0,4,0,False
60350,4,1,4,1,7,2,False
60360,4,1,4,4,7,4,False
60370,4,1,4,2,7,2,False
60380,4,0,1,0,4,0,False
60390,4,1,1,1,4,1,False
60400,4,1,4,3,7,3,False
60420,4,0,1,0,4,0,False
60440,4,1,1,1,4,1,False
60450,4,1,1,1,4,1,False
60460,4,0,1,0,4,0,False
60470,4,1,4,4,7,4,False
60480,4,0,1,0,4,0,False
60490,4,0,1,0,4,0,False
60500,4,1,1,0,4,1,False
60540,4,0,1,0,4,0,False
60550,4,1,4,3,7,3,False
60580,4,1,4,3,7,3,False
60590,4,0,1,0,4,0,False
60600,4,0,1,0,4,0,False
60610,4,0,1,0,4,0,False
60620,4,1,4,3,7,3,False
60630,4,1,1,1,4,1,False
60670,0,0,0,0,0,0,False
60690,4,1,4,2,7,3,False
60700,4,1,1,1,4,1,False
60710,4,0,4,3,7,3,False
60720,4,0,4,2,7,2,False
60730,4,0,1,1,4,1,False
60740,4,0,1,0,4,0,False
60780,2,1,1,1,2,1,False
60800,4,1,4,4,7,4,False
60810,4,0,4,0,7,0,False
60820,4,0,1,0,4,0,False
60830,4,0,1,1,4,1,False
60850,4,0,4,0,7,0,False
60860,4,0,1,1,4,1,False
60870,4,0,1,0,4,0,False
60880,4,1,4,4,7,4,False
60890,4,1,1,0,4,1,False
60900,4,1,1,1,4,1,False
60910,4,0,1,0,4,0,False
60920,4,0,1,0,4,0,False
60930,4,0,1,0,4,0,False
60940,4,1,1,1,4,1,False
60950,4,1,4,1,7,2,False
60960,4,1,1,0,4,1,False
60980,4,1,5,5,8,5,False
60990,4,1,4,3,7,4,False
61010,4,1,4,4,7,4,False
61030,4,1,4,3,7,4,False
61040,4,1,4,4,7,4,False
61130,4,1,4,4,7,4,False
61180,4,1,4,3,7,4,False
61210,0,0,0,0,0,0,False
61250,4,1,1,1,4,1,False
61310,4,1,0,0,4,1,False
61340,4,1,4,4,7,4,False
61350,4,1,4,1,7,2,False
61360,4,1,5,3,8,3,False
61370,4,1,4,1,7,1,False
61380,4,0,1,1,4,1,False
61400,4,1,4,4,7,4,False
61410,4,1,4,3,7,4,False
61430,4,0,4,4,7,4,False
61440,4,1,1,1,4,1,False
61450,4,1,4,4,7,4,False
61460,4,1,5,5,8,5,False
61470,4,0,1,0,4,0,False
61490,4,1,1,1,4,1,False
61500,4,0,1,1,4,1,False
61510,4,1,1,0,4,1,False
61550,4,0,1,0,4,0,False
61560,4,0,1,0,4,0,False
61570,4,1,1,1,4,1,False
61580,4,0,1,0,4,0,False
61590,4,1,1,1,4,1,False
61610,4,0,1,0,4,0,False
61640,4,0,0,0,4,0,False
61650,4,0,1,0,4,0,False
61660,4,0,1,0,4,0,False
61670,4,1,1,1,4,1,False
61710,4,0,4,1,7,1,False
61720,0,0,0,0,0,0,False
61730,4,0,1,0,4,0,False
61750,0,0,0,0,0,0,False
61760,4,1,1,0,4,1,False
61770,4,0,4,0,7,0,False
61780,4,1,5,5,8,5,False
61800,4,1,1,0,4,1,False
61810,4,0,1,0,4,0,False
61820,4,0,4,4,7,4,False
61830,4,1,4,4,7,4,False
61840,4,1,4,2,7,3,False
61850,4,0,1,1,4,1,False
61860,4,0,1,0,4,0,False
61880,0,0,0,0,0,0,False
61890,4,1,1,0,4,1,False
61900,4,1,1,1,4,1,False
61910,4,0,4,3,7,3,False
61920,0,0,0,0,0,0,False
61930,4,0,1,0,4,0,False
61940,4,1,4,4,7,4,False
61950,4,1,1,0,4,1,False
61960,4,1,4,4,7,4,False
61970,4,1,4,3,7,3,False
61980,4,0,1,0,4,0,False
61990,4,1,1,1,4,1,False
62000,4,1,4,4,7,4,False
62010,4,1,4,4,7,4,False
62030,4,1,4,4,7,4,False
62050,0,0,0,0,0,0,False
62080,4,1,4,4,7,4,False
62090,4,0,4,3,7,3,False
62100,4,1,1,0,4,1,False
62170,4,0,1,0,4,0,False
62180,4,1,1,0,4,1,False
62220,4,1,4,4,7,4,False
62230,4,1,1,1,4,1,False
62240,4,1,4,3,7,3,False
62260,4,1,4,4,7,4,False
62270,4,0,4,4,7,4,False
62280,4,1,4,1,7,1,False
62290,4,0,1,1,4,1,False
62300,4,0,1,1,4,1,False
62310,4,1,1,1,4,1,False
62320,4,0,4,3,7,3,False
62330,4,0,1,0,4,0,False
62350,4,1,5,4,8,4,False
62360,4,0,0,0,4,0,False
62370,2,1,1,1,2,1,False
62380,4,1,4,4,7,4,False
62390,4,1,1,1,4,1,False
62400,4,1,4,4,7,4,False
62450,4,1,1,1,4,1,False
62460,4,0,1,0,4,0,False
62470,4,1,4,4,7,4,False
62480,4,0,1,0,4,0,False
62490,4,0,1,1,4,1,False
62500,4,1,4,4,7,4,False
62540,4,0,5,4,8,4,False
62550,4,1,4,4,7,4,False
62570,4,1,1,1,4,1,False
62580,4,0,4,4,7,4,False
62620,4,0,4,0,7,0,False
62640,4,1,4,3,7,4,False
62650,4,0,1,0,4,0,False
62660,4,1,4,4,7,4,False
62670,4,0,1,0,4,0,False
62680,4,1,4,4,7,4,False
62690,4,1,5,4,8,4,False
62720,4,1,4,2,7,3,False
62730,4,1,4,4,7,4,False
62760,4,0,1,0,4,0,False
62770,4,0,4,1,7,1,False
62780,4,1,5,2,8,3,False
62790,4,1,1,1,4,1,False
62820,4,0,1,1,4,1,False
62840,4,1,1,1,4,1,False
62860,4,0,1,1,4,1,False
62870,4,1,4,3,7,3,False
62890,4,1,4,1,7,2,False
62910,4,1,1,1,4,1,False
62920,4,0,1,0,4,0,False
62930,4,1,1,1,4,1,False
62940,4,1,1,1,4,1,False
62970,4,0,1,0,4,0,False
62980,4,1,4,4,7,4,False
63010,4,1,5,5,8,5,False
63020,4,1,5,4,8,4,False
63030,0,0,0,0,0,0,False
63050,4,1,4,4,7,4,False
63060,4,1,1,0,4,1,False
63070,4,0,1,0,4,0,False
63090,4,1,4,4,7,4,False
63100,4,1,5,4,8,4,False
63120,4,1,1,0,4,1,False
63150,4,0,5,5,8,5,False
63160,4,1,1,0,4,1,False
63170,4,1,1,1,4,1,False
63190,4,0,0,0,4,0,False
63220,4,0,1,0,4,0,False
63230,4,1,5,4,8,4,False
63240,4,1,4,4,7,4,False
63250,4,0,1,0,4,0,False
63260,4,1,5,4,8,4,False
63270,4,1,1,1,4,1,False
63280,4,1,1,1,4,1,False
63300,4,1,5,3,8,4,False
63310,4,1,4,4,7,4,False
63320,4,0,5,4,8,4,False
63330,4,1,1,0,4,1,False
63340,4,0,1,0,4,0,False
63350,4,0,1,0,4,0,False
63360,4,0,1,0,4,0,False
63370,4,1,1,1,4,1,False
63380,4,1,1,1,4,1,False
63390,4,1,4,3,7,3,False
63400,4,1,1,1,4,1,False
63420,4,0,1,1,4,1,False
63430,4,0,1,0,4,0,False
63450,4,0,4,4,7,4,False
63460,4,1,1,0,4,1,False
63470,4,0,1,0,4,0,False
63490,4,1,4,4,7,4,False
63510,4,1,1,0,4,1,False
63550,0,0,0,0,0,0,False
63560,4,0,4,2,7,2,False
63570,4,1,4,4,7,4,False
63580,4,0,1,0,4,0,False
63600,4,0,1,0,4,0,False
63610,4,1,5,5,8,5,False
63620,4,0,0,0,4,0,False
63630,4,1,4,3,7,3,False
63640,4,1,1,1,4,1,False
63650,4,1,1,0,4,1,False
63660,4,1,4,3,7,4,False
63670,4,1,5,4,8,4,False
63680,4,1,4,4,7,4,False
63690,4,1,1,1,4,1,False
63700,4,1,4,4,7,4,False
63710,4,1,4,4,7,4,False
63730,4,1,1,1,4,1,False
63760,4,1,5,4,8,4,False
63780,4,0,4,2,7,2,False
63790,4,1,4,2,7,2,False
63800,0,0,1,0,1,0,False
63810,4,1,4,4,7,4,False
63820,4,0,1,0,4,0,False
63830,4,1,4,4,7,4,False
63840,4,1,1,0,4,1,False
63870,4,0,4,4,7,4,False
63900,4,1,4,3,7,3,False
63910,4,1,1,0,4,1,False
63920,4,0,0,0,4,0,False
63930,4,1,1,1,4,1,False
63950,4,1,4,4,7,4,False
63960,4,0,1,0,4,0,False
64000,4,0,1,1,4,1,False
64020,4,0,1,0,4,0,False
64030,4,0,1,1,4,1,False
64050,4,0,4,3,7,3,False
64060,4,1,4,1,7,2,False
64070,4,1,4,4,7,4,False
64080,4,1,0,0,4,1,False
64090,0,0,0,0,0,0,False
64110,4,0,1,0,4,0,False
64120,4,1,5,4,8,4,False
64130,4,1,4,3,7,3,False
64160,4,1,1,0,4,1,False
64170,4,1,4,4,7,4,False
64180,4,1,4,4,7,4,False
64190,4,1,4,4,7,4,False
64200,4,1,4,2,7,2,False
64240,4,1,1,0,4,1,False
64250,4,1,4,4,7,4,False
64280,4,1,1,0,4,1,False
64300,4,1,4,4,7,4,False
64320,4,1,4,4,7,4,False
64330,4,0,1,0,4,0,False
64360,4,1,4,4,7,4,False
64400,4,0,1,1,4,1,False
64440,4,0,1,0,4,0,False
64450,4,1,1,1,4,1,False
64480,4,1,5,4,8,4,False
64540,4,1,4,3,7,3,False
64550,4,1,4,4,7,4,False
64570,4,1,5,4,8,4,False
64580,4,1,4,3,7,3,False
64590,4,1,1,1,4,1,False
64600,4,1,5,4,8,4,False
64610,0,0,0,0,0,0,False
64620,0,0,0,0,0,0,False
64630,4,0,4,4,7,4,False
64640,4,1,4,2,7,3,False
64650,4,1,4,4,7,4,False
64660,4,1,1,0,4,1,False
64670,4,0,1,0,4,0,False
64690,4,1,4,4,7,4,False
64700,4,1,1,1,4,1,False
64710,4,1,5,4,8,4,False
64720,4,1,5,4,8,4,False
64730,4,1,5,4,8,4,False
64740,4,0,1,1,4,1,False
64790,4,1,5,4,8,4,False
64800,4,1,4,2,7,3,False
64810,4,1,4,4,7,4,False
64820,4,0,1,0,4,0,False
64840,4,0,1,1,4,1,False
64850,4,1,1,1,4,1,False
64860,4,1,4,3,7,3,False
64880,4,0,1,0,4,0,False
64890,4,1,4,4,7,4,False
64900,4,1,4,4,7,4,False
64920,4,1,1,1,4,1,False
64930,4,0,4,2,7,2,False
64940,4,0,1,0,4,0,False
64950,4,0,1,0,4,0,False
64960,4,0,1,1,4,1,False
64970,4,0,1,0,4,0,False
64980,4,1,4,4,7,4,False
65010,4,1,5,5,8,5,False
65020,0,0,0,0,0,0,False
65030,4,1,5,4,8,4,False
65040,4,1,4,4,7,4,False
65050,4,1,1,1,4,1,False
65060,4,1,5,4,8,5,False
65070,4,1,4,4,7,4,False
65080,4,1,4,3,7,3,False
65130,4,0,1,0,4,0,False
65160,4,1,1,1,4,1,False
65170,4,1,1,1,4,1,False
65180,4,0,1,0,4,0,False
65210,4,1,4,4,7,4,False
65220,4,0,1,1,4,1,False
65230,4,0,4,4,7,4,False
65240,4,1,4,4,7,4,False
65250,4,1,5,5,8,5,False
65260,4,0,5,4,8,4,False
65320,4,1,5,4,8,4,False
65330,4,1,1,1,4,1,False
65350,4,1,4,3,7,3,False
65370,4,1,1,1,4,1,False
65380,4,0,1,0,4,0,False
65390,4,1,1,1,4,1,False
65400,4,1,1,0,4,1,False
65420,4,0,1,0,4,0,False
65430,4,0,1,0,4,0,False
65440,4,1,4,3,7,3,False
65450,4,1,1,0,4,1,False
65460,4,0,1,1,4,1,False
65470,4,1,4,4,7,4,False
65480,4,0,1,0,4,0,False
65490,4,0,1,0,4,0,False
65500,4,0,1,0,4,0,False
65510,4,0,1,1,4,1,False
65520,2,0,1,0,2,0,False
65530,0,0,0,0,0,0,False
65540,4,0,1,0,4,0,False
