cohort,policy,horizonMinutes,metric,ES95,max,mean,median,min,n,negativeRate,p05,p10,p25,p75,p90,p95,positiveRate,zeroRate
FIRST_CLOSED_DIP,IMMEDIATE,5,downside,6.013910961430266,10.862619808306706,1.654415415922578,1.2632143840886012,0.0,328,0.0,0.28825218340077674,0.3983119979919714,0.7511756920390911,2.104540858092163,3.4382513661202156,4.183543598962719,0.9878048780487805,0.012195121951219513
FIRST_CLOSED_DIP,IMMEDIATE,10,upside,2.822702133075997,4.8387096774193505,0.5094445481406535,0.28301911981053474,0.0,328,0.0,0.0,0.0,0.0,0.6584375542817433,1.3144963144963102,1.9508383063370254,0.6920731707317073,0.3079268292682927
FIRST_CLOSED_DIP,IMMEDIATE,10,downside,7.304213097263445,11.190053285968027,2.1222629116355805,1.7341040462427793,0.0,328,0.0,0.5200642935731031,0.6246101871101839,1.0502298771701084,2.55572053517259,4.041007194244615,5.298417657438744,0.9969512195121951,0.003048780487804878
FIRST_CLOSED_DIP,IMMEDIATE,15,upside,4.176321515529741,14.399205561072502,0.7110826496718258,0.40000640010240396,0.0,328,0.0,0.0,0.0,0.0,0.9009009009008917,1.7739532771077873,2.539366697205679,0.7378048780487805,0.2621951219512195
FIRST_CLOSED_DIP,IMMEDIATE,15,downside,8.151178400181383,11.70097508125676,2.4226890646251245,1.9081863127172582,0.12554927809165228,328,0.0,0.5640847184693903,0.7475713700822562,1.1915309278290098,3.0912502039262684,4.6075289152549095,5.901739245009553,1.0,0.0
FIRST_CLOSED_DIP,IMMEDIATE,30,upside,7.2474131415478675,32.869910625620655,1.2155940140574943,0.6188837749676046,0.0,328,0.0,0.0,0.0,0.1800525083913651,1.4864901124258811,3.1741134751773097,3.8275862068965547,0.8109756097560976,0.18902439024390244
FIRST_CLOSED_DIP,IMMEDIATE,30,downside,9.52495059185069,16.613418530351442,2.897956573456276,2.229940175157269,0.12554927809165228,328,0.0,0.6804383632105376,0.9316493501106449,1.472411035585769,3.6919181187136996,5.444601391855586,7.2715989684074795,1.0,0.0
FIRST_CLOSED_DIP,IMMEDIATE,60,upside,10.230088119433479,32.869910625620655,1.6876403789020442,0.7752403846153944,0.0,328,0.0,0.0,0.0,0.2962479524979522,2.170259456160367,3.847322889876088,5.822737746124844,0.8445121951219512,0.15548780487804878
FIRST_CLOSED_DIP,IMMEDIATE,60,downside,11.965960206436925,17.280453257790374,3.5870166170841884,2.707387722145138,0.12554927809165228,328,0.0,0.7749395574688601,1.0723432872125804,1.6516299887144732,4.55844553901747,7.564960157769892,9.350530638265946,1.0,0.0
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,5,upside,3.9349760188434124,14.05940594059405,0.7645399461550666,0.44477415100561135,0.0,328,0.0,0.0,0.0,0.0,1.038666354840334,2.0162119487386674,2.6630689469763884,0.7378048780487805,0.2621951219512195
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,5,downside,3.300300877655264,6.3063063063063085,0.8234035420242687,0.5851560742269613,0.0,328,0.0,0.0,0.0,0.19258559359715544,1.1735146319834437,1.8680595139769474,2.4803321189906784,0.8414634146341463,0.15853658536585366
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,10,upside,5.69738537386259,20.099009900990094,1.1334382141146202,0.6543503721334498,0.0,328,0.0,0.0,0.0,0.30841765460996595,1.444826991698317,2.775011853959237,3.630363036303641,0.8201219512195121,0.1798780487804878
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,10,downside,4.748619516279936,6.3063063063063085,1.1809065893562818,0.9032318217311763,0.0,328,0.0,0.0,0.0,0.3164932547375071,1.5673055799648505,2.7458954132157003,3.842182890855451,0.8871951219512195,0.11280487804878049
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,15,upside,7.088136817989211,27.425742574257427,1.401872932727913,0.8796754348631142,0.0,328,0.0,0.0,0.0,0.36419307405809453,1.8054865424430633,3.174519471616544,4.301881150233701,0.8445121951219512,0.15548780487804878
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,15,downside,5.505840717407632,7.117437722419928,1.3993414815851961,1.0184576935044931,0.0,328,0.0,0.0,0.06762243627757349,0.4129860899583754,1.9396823175425126,3.066406700343003,4.101368159203974,0.9024390243902439,0.0975609756097561
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,30,upside,9.483507553129389,32.47524752475248,1.889173522100151,1.2831630132926541,0.0,328,0.0,0.0,0.0,0.4950855478704108,2.3809523809523725,4.349854621678271,5.507983555770508,0.8932926829268293,0.10670731707317073
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,30,downside,7.281499611537473,10.619469026548678,1.8765581406144687,1.365203615692856,0.0,328,0.0,0.0,0.13896691009283146,0.5899743404542357,2.500000000000002,4.3483616654348385,5.467584429675845,0.9237804878048781,0.07621951219512195
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,60,upside,12.310859964171694,32.47524752475248,2.4552150090039704,1.565242511116316,0.0,262,0.0,0.0,0.16544117647058879,0.6029979347145498,2.987220570933186,5.602708578825944,7.371192705244436,0.9083969465648855,0.0916030534351145
FIRST_CLOSED_DIP,OBSERVE5_DELAY_DIP10,60,downside,9.100527932632806,13.531353135313529,2.3958214094978363,1.6973981649749559,0.0,262,0.0,0.1248568743731937,0.3204416994688375,0.7728178799128987,3.2906741291834436,5.090763374073332,6.824127906976732,0.9580152671755725,0.04198473282442748
FIRST_CLOSED_DIP,WAIT10,5,upside,3.9349760188434124,14.05940594059405,0.7645399461550666,0.44477415100561135,0.0,328,0.0,0.0,0.0,0.0,1.038666354840334,2.0162119487386674,2.6630689469763884,0.7378048780487805,0.2621951219512195
FIRST_CLOSED_DIP,WAIT10,5,downside,3.300300877655264,6.3063063063063085,0.8234035420242687,0.5851560742269613,0.0,328,0.0,0.0,0.0,0.19258559359715544,1.1735146319834437,1.8680595139769474,2.4803321189906784,0.8414634146341463,0.15853658536585366
FIRST_CLOSED_DIP,WAIT10,10,upside,5.69738537386259,20.099009900990094,1.1334382141146202,0.6543503721334498,0.0,328,0.0,0.0,0.0,0.30841765460996595,1.444826991698317,2.775011853959237,3.630363036303641,0.8201219512195121,0.1798780487804878
FIRST_CLOSED_DIP,WAIT10,10,downside,4.748619516279936,6.3063063063063085,1.1809065893562818,0.9032318217311763,0.0,328,0.0,0.0,0.0,0.3164932547375071,1.5673055799648505,2.7458954132157003,3.842182890855451,0.8871951219512195,0.11280487804878049
FIRST_CLOSED_DIP,WAIT10,15,upside,7.088136817989211,27.425742574257427,1.401872932727913,0.8796754348631142,0.0,328,0.0,0.0,0.0,0.36419307405809453,1.8054865424430633,3.174519471616544,4.301881150233701,0.8445121951219512,0.15548780487804878
FIRST_CLOSED_DIP,WAIT10,15,downside,5.505840717407632,7.117437722419928,1.3993414815851961,1.0184576935044931,0.0,328,0.0,0.0,0.06762243627757349,0.4129860899583754,1.9396823175425126,3.066406700343003,4.101368159203974,0.9024390243902439,0.0975609756097561
FIRST_CLOSED_DIP,WAIT10,30,upside,9.483507553129389,32.47524752475248,1.889173522100151,1.2831630132926541,0.0,328,0.0,0.0,0.0,0.4950855478704108,2.3809523809523725,4.349854621678271,5.507983555770508,0.8932926829268293,0.10670731707317073
FIRST_CLOSED_DIP,WAIT10,30,downside,7.281499611537473,10.619469026548678,1.8765581406144687,1.365203615692856,0.0,328,0.0,0.0,0.13896691009283146,0.5899743404542357,2.500000000000002,4.3483616654348385,5.467584429675845,0.9237804878048781,0.07621951219512195
FIRST_CLOSED_DIP,WAIT10,60,upside,12.310859964171694,32.47524752475248,2.4552150090039704,1.565242511116316,0.0,262,0.0,0.0,0.16544117647058879,0.6029979347145498,2.987220570933186,5.602708578825944,7.371192705244436,0.9083969465648855,0.0916030534351145
FIRST_CLOSED_DIP,WAIT10,60,downside,9.100527932632806,13.531353135313529,2.3958214094978363,1.6973981649749559,0.0,262,0.0,0.1248568743731937,0.3204416994688375,0.7728178799128987,3.2906741291834436,5.090763374073332,6.824127906976732,0.9580152671755725,0.04198473282442748
FIRST_CLOSED_DIP,WAIT5,5,upside,3.898445173636989,10.489236790606649,0.8214579319600529,0.5345696128799649,0.0,328,0.0,0.0,0.0,0.21347725583149568,1.1142322097378254,1.8683633172444016,2.3131546245339956,0.8262195121951219,0.17378048780487804
FIRST_CLOSED_DIP,WAIT5,5,downside,3.645671626070007,5.384615384615388,0.8155475201927274,0.547949318441121,0.0,328,0.0,0.0,0.0,0.16433767459992088,1.1030872688369247,1.9646542827657412,2.6112964647996506,0.8109756097560976,0.18902439024390244
FIRST_CLOSED_DIP,WAIT5,10,upside,5.414732057603996,14.05940594059405,1.1900840094637435,0.9217304375653157,0.0,328,0.0,0.0,0.0,0.37007693014988186,1.5385357181789905,2.4591295116772875,3.2932676272430084,0.875,0.125
FIRST_CLOSED_DIP,WAIT5,10,downside,4.609529751688788,6.3063063063063085,1.1747254693204823,0.8252530497927069,0.0,328,0.0,0.0,0.0,0.30788177339901024,1.690886866766264,2.720808067158761,3.882739212007505,0.8810975609756098,0.11890243902439024
FIRST_CLOSED_DIP,WAIT5,15,upside,6.79890790767704,20.099009900990094,1.4730952309709389,1.0624188723968642,0.0,328,0.0,0.0,0.043969849246230555,0.5010962951810138,1.9481991677428478,3.084191380479684,3.853825919805763,0.899390243902439,0.10060975609756098
FIRST_CLOSED_DIP,WAIT5,15,downside,5.790848240722255,7.70925110132159,1.4069791250482595,1.0392779993353252,0.0,328,0.0,0.0,0.06256709752222145,0.4132441358286054,1.8869196037468865,3.2912863601467235,4.229955348476016,0.9085365853658537,0.09146341463414634
FIRST_CLOSED_DIP,WAIT5,30,upside,9.61554494683089,32.47524752475248,2.015041092497038,1.3764123290338492,0.0,328,0.0,0.0,0.24825413047181003,0.6761652957305131,2.4219975999261623,4.393447993447991,5.539743181576972,0.9390243902439024,0.06097560975609756
FIRST_CLOSED_DIP,WAIT5,30,downside,6.990536217386471,8.533653846153843,1.89114233473757,1.3669138067211928,0.0,328,0.0,0.0,0.1670843776106934,0.615613665875614,2.592818556330065,3.9981908638625105,5.654714015753924,0.9420731707317073,0.057926829268292686
FIRST_CLOSED_DIP,WAIT5,60,upside,13.35859201191334,32.47524752475248,2.587668903420431,1.7161230850269882,0.0,264,0.0,0.0,0.3108112345691883,0.8983477404529983,3.0773257939204104,5.01892670995546,7.578775182230374,0.9431818181818182,0.056818181818181816
FIRST_CLOSED_DIP,WAIT5,60,downside,9.323788403208574,15.606936416184968,2.4740443541099215,1.8807479580680464,0.0,264,0.0,0.12248515583870301,0.3060297139244495,0.834932577997774,3.435763135601977,5.398857808009895,7.2746041885294535,0.9621212121212122,0.03787878787878788
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,5,upside,7.376803368087382,14.28571428571428,1.106466133914984,0.44004453696084855,0.0,194,0.0,0.0,0.0,0.0,1.240242936640995,3.439860894591694,4.425800056641176,0.6443298969072165,0.3556701030927835
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,5,downside,6.443044535568003,12.5,1.2404888045378755,0.700140518283715,0.0,194,0.0,0.0,0.0,0.0,1.6172545834300474,3.5734594406405975,4.595261358084992,0.711340206185567,0.28865979381443296
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,10,upside,9.60459281405299,14.28571428571428,1.5106011331082776,0.5720538307358858,0.0,194,0.0,0.0,0.0,0.0,1.8274010737721391,4.040159534440389,5.582100872203265,0.7010309278350515,0.29896907216494845
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,10,downside,9.236905171734263,12.5,1.8303215160169808,1.1331535695942474,0.0,194,0.0,0.0,0.0,0.1698875274627476,2.350263273365516,4.313797507647906,6.089095844958904,0.8041237113402062,0.1958762886597938
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,15,upside,10.239639293088562,14.28571428571428,1.8174907680775043,0.8794431375076628,0.0,194,0.0,0.0,0.0,0.18086282411877708,2.402898958626504,4.488788691201563,6.255204203013482,0.7525773195876289,0.24742268041237114
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,15,downside,9.604182256993617,12.5,2.01378794378646,1.4002810365674467,0.0,194,0.0,0.0,0.0,0.33125420237192504,2.7850506756756626,4.625964697791723,6.204353932584268,0.8350515463917526,0.16494845360824742
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,30,upside,12.015356820856876,16.621983914209125,2.3597793637312554,1.2638262189034855,0.0,194,0.0,0.0,0.0,0.28979009877705963,3.358654671693595,5.644222055108846,9.094483537512893,0.788659793814433,0.211340206185567
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,30,downside,10.618616510480608,14.084507042253524,2.41092061912678,1.8072453117770282,0.0,194,0.0,0.0,0.0,0.598241115981582,3.2878830781294166,5.123564710901706,6.400556680161931,0.865979381443299,0.13402061855670103
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,60,upside,15.78437167099293,28.127623845507976,2.9492527828119552,1.5456384892086228,0.0,158,0.0,0.0,0.0,0.43112244897959284,3.7995783251941804,8.33788061501356,10.605505399185693,0.8291139240506329,0.17088607594936708
FIRST_CLOSE_UP1,DIP_CLOSE_FALLBACK10,60,downside,11.396583728519115,14.084507042253524,3.1278896845513753,2.6432231020027954,0.0,158,0.0,0.0,0.11529048865667416,1.182893860124118,4.314803776414705,6.146385414458347,8.60848441774761,0.9050632911392406,0.0949367088607595
FIRST_CLOSE_UP1,IMMEDIATE,5,upside,9.257951644951484,12.765957446808528,2.379859331165886,1.9139194139194182,0.0,194,0.0,0.0,0.0,1.1379870129870184,2.8627622377622286,4.8716922546144605,5.742899067183737,0.8814432989690721,0.11855670103092783
FIRST_CLOSE_UP1,IMMEDIATE,5,downside,5.912660081923913,12.5,0.6371132012054108,0.030538599150586876,0.0,194,0.0,0.0,0.0,0.0,0.6619286510590849,1.6293255131964806,2.365286443562113,0.5051546391752577,0.4948453608247423
FIRST_CLOSE_UP1,IMMEDIATE,10,upside,11.579998695128301,13.461538461538458,3.156326681779849,2.4450023912003793,0.0,194,0.0,0.0,0.0,1.635455464624902,3.947563874034482,6.074304218449148,9.420095849798123,0.8917525773195877,0.10824742268041238
FIRST_CLOSE_UP1,IMMEDIATE,10,downside,7.9416809906955335,12.5,0.9673044589366315,0.2916626792986432,0.0,194,0.0,0.0,0.0,0.0,0.9975247524752484,2.058333333333338,4.230072463768111,0.6030927835051546,0.39690721649484534
FIRST_CLOSE_UP1,IMMEDIATE,15,upside,13.059525215810721,18.95131086142321,3.4886799436373637,2.7027027027026973,0.0,194,0.0,0.0,0.0,1.6694630872483185,4.215282181357017,7.09767845707172,10.016312791299848,0.8917525773195877,0.10824742268041238
FIRST_CLOSE_UP1,IMMEDIATE,15,downside,7.9416809906955335,12.5,1.1398137550117682,0.46565227443501334,0.0,194,0.0,0.0,0.0,0.0,1.366380311121429,2.980459257055004,4.307453416149064,0.6649484536082474,0.33505154639175255
FIRST_CLOSE_UP1,IMMEDIATE,30,upside,14.086073025560857,18.95131086142321,3.9821484507483618,2.8863510136073245,0.0,194,0.0,0.0,0.0,1.785714285714285,4.857896926517241,9.396328664212923,12.41847826086956,0.8917525773195877,0.10824742268041238
FIRST_CLOSE_UP1,IMMEDIATE,30,downside,10.008502006734295,12.857142857142856,1.5377002505807515,0.7030916106581242,0.0,194,0.0,0.0,0.0,0.0,1.9976114649681547,3.953846153846158,5.263157894736848,0.7216494845360825,0.27835051546391754
FIRST_CLOSE_UP1,IMMEDIATE,60,upside,20.352716837489492,33.09090909090908,4.7303427114490315,3.441695182942872,0.0,194,0.0,0.0,0.18012008005336796,2.0013675573322063,5.544619422572178,10.33333333333335,14.012699670902352,0.8969072164948454,0.10309278350515463
FIRST_CLOSE_UP1,IMMEDIATE,60,downside,10.649229677157187,12.857142857142856,1.9835059349644037,0.9770874641991723,0.0,194,0.0,0.0,0.0,0.15470015470015197,2.873971578160056,4.754385964912286,6.08749267188226,0.7835051546391752,0.21649484536082475
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,5,upside,8.56746279241949,14.28571428571428,1.3416166082197345,0.6111624693018181,0.0,194,0.0,0.0,0.0,0.0,1.7789842067480188,3.2474629195940747,4.704545454545451,0.6649484536082474,0.33505154639175255
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,5,downside,7.290590537010631,12.5,1.3112798204761145,0.682507721915171,0.0,194,0.0,0.0,0.0,0.1296328489425097,1.8100649350649394,3.3790778861201343,4.668766036855623,0.7628865979381443,0.23711340206185566
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,10,upside,10.209601971286624,14.28571428571428,1.749200449017032,1.0716279366496884,0.0,194,0.0,0.0,0.0,0.0,2.1871078871754546,4.314664701547534,5.771837708830542,0.7268041237113402,0.27319587628865977
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,10,downside,7.972045290383778,12.5,1.8315006732161272,1.2945718035350162,0.0,194,0.0,0.0,0.0,0.38268367102061995,2.556330472102994,4.243421052631579,5.3174669742084335,0.8556701030927835,0.14432989690721648
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,15,upside,10.785501611388915,14.28571428571428,1.9632846671724211,1.2359035715194922,0.0,194,0.0,0.0,0.0,0.0,2.523532227185715,4.545454545454541,7.85357520895065,0.7371134020618557,0.26288659793814434
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,15,downside,9.949162408737857,12.5,2.194321978243689,1.4405783065855104,0.0,194,0.0,0.0,0.0,0.5917159763313778,3.0592771459728967,4.9475528775209066,5.486347788615967,0.8865979381443299,0.1134020618556701
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,30,upside,12.722927423401957,15.464813205907912,2.442650471534568,1.538461538461533,0.0,194,0.0,0.0,0.0,0.1648392081831096,3.2184415967005444,5.872475961538479,9.641305047643574,0.7628865979381443,0.23711340206185566
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,30,downside,10.97131902316657,16.43835616438356,2.577648004266662,1.8685986964618262,0.0,194,0.0,0.0,0.17888292519287924,0.819746376811592,3.5610120902405615,5.113181089743585,6.840123317754375,0.9123711340206185,0.08762886597938144
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,60,upside,16.545893858250945,27.19374456993919,3.224590531916258,2.037489812550941,0.0,161,0.0,0.0,0.0,0.48309178743961567,3.825136612021862,8.267716535433077,12.5,0.8074534161490683,0.19254658385093168
FIRST_CLOSE_UP1,OBSERVE5_DELAY_DIP10,60,downside,11.266347917310654,16.43835616438356,3.196054836115812,2.7932960893854775,0.0,161,0.0,0.0,0.2823529411764891,1.0526315789473717,4.571428571428571,6.137424949966642,7.729083665338643,0.9254658385093167,0.07453416149068323
FIRST_CLOSE_UP1,WAIT10,5,upside,7.376803368087382,14.28571428571428,1.106466133914984,0.44004453696084855,0.0,194,0.0,0.0,0.0,0.0,1.240242936640995,3.439860894591694,4.425800056641176,0.6443298969072165,0.3556701030927835
FIRST_CLOSE_UP1,WAIT10,5,downside,6.443044535568003,12.5,1.2404888045378755,0.700140518283715,0.0,194,0.0,0.0,0.0,0.0,1.6172545834300474,3.5734594406405975,4.595261358084992,0.711340206185567,0.28865979381443296
FIRST_CLOSE_UP1,WAIT10,10,upside,9.60459281405299,14.28571428571428,1.5106011331082776,0.5720538307358858,0.0,194,0.0,0.0,0.0,0.0,1.8274010737721391,4.040159534440389,5.582100872203265,0.7010309278350515,0.29896907216494845
FIRST_CLOSE_UP1,WAIT10,10,downside,9.236905171734263,12.5,1.8303215160169808,1.1331535695942474,0.0,194,0.0,0.0,0.0,0.1698875274627476,2.350263273365516,4.313797507647906,6.089095844958904,0.8041237113402062,0.1958762886597938
FIRST_CLOSE_UP1,WAIT10,15,upside,10.239639293088562,14.28571428571428,1.8174907680775043,0.8794431375076628,0.0,194,0.0,0.0,0.0,0.18086282411877708,2.402898958626504,4.488788691201563,6.255204203013482,0.7525773195876289,0.24742268041237114
FIRST_CLOSE_UP1,WAIT10,15,downside,9.604182256993617,12.5,2.01378794378646,1.4002810365674467,0.0,194,0.0,0.0,0.0,0.33125420237192504,2.7850506756756626,4.625964697791723,6.204353932584268,0.8350515463917526,0.16494845360824742
FIRST_CLOSE_UP1,WAIT10,30,upside,12.015356820856876,16.621983914209125,2.3597793637312554,1.2638262189034855,0.0,194,0.0,0.0,0.0,0.28979009877705963,3.358654671693595,5.644222055108846,9.094483537512893,0.788659793814433,0.211340206185567
FIRST_CLOSE_UP1,WAIT10,30,downside,10.618616510480608,14.084507042253524,2.41092061912678,1.8072453117770282,0.0,194,0.0,0.0,0.0,0.598241115981582,3.2878830781294166,5.123564710901706,6.400556680161931,0.865979381443299,0.13402061855670103
FIRST_CLOSE_UP1,WAIT10,60,upside,15.78437167099293,28.127623845507976,2.9492527828119552,1.5456384892086228,0.0,158,0.0,0.0,0.0,0.43112244897959284,3.7995783251941804,8.33788061501356,10.605505399185693,0.8291139240506329,0.17088607594936708
FIRST_CLOSE_UP1,WAIT10,60,downside,11.396583728519115,14.084507042253524,3.1278896845513753,2.6432231020027954,0.0,158,0.0,0.0,0.11529048865667416,1.182893860124118,4.314803776414705,6.146385414458347,8.60848441774761,0.9050632911392406,0.0949367088607595
FIRST_CLOSE_UP1,WAIT5,5,upside,8.56746279241949,14.28571428571428,1.3416166082197345,0.6111624693018181,0.0,194,0.0,0.0,0.0,0.0,1.7789842067480188,3.2474629195940747,4.704545454545451,0.6649484536082474,0.33505154639175255
FIRST_CLOSE_UP1,WAIT5,5,downside,7.290590537010631,12.5,1.3112798204761145,0.682507721915171,0.0,194,0.0,0.0,0.0,0.1296328489425097,1.8100649350649394,3.3790778861201343,4.668766036855623,0.7628865979381443,0.23711340206185566
FIRST_CLOSE_UP1,WAIT5,10,upside,10.209601971286624,14.28571428571428,1.749200449017032,1.0716279366496884,0.0,194,0.0,0.0,0.0,0.0,2.1871078871754546,4.314664701547534,5.771837708830542,0.7268041237113402,0.27319587628865977
FIRST_CLOSE_UP1,WAIT5,10,downside,7.972045290383778,12.5,1.8315006732161272,1.2945718035350162,0.0,194,0.0,0.0,0.0,0.38268367102061995,2.556330472102994,4.243421052631579,5.3174669742084335,0.8556701030927835,0.14432989690721648
FIRST_CLOSE_UP1,WAIT5,15,upside,10.785501611388915,14.28571428571428,1.9632846671724211,1.2359035715194922,0.0,194,0.0,0.0,0.0,0.0,2.523532227185715,4.545454545454541,7.85357520895065,0.7371134020618557,0.26288659793814434
FIRST_CLOSE_UP1,WAIT5,15,downside,9.949162408737857,12.5,2.194321978243689,1.4405783065855104,0.0,194,0.0,0.0,0.0,0.5917159763313778,3.0592771459728967,4.9475528775209066,5.486347788615967,0.8865979381443299,0.1134020618556701
FIRST_CLOSE_UP1,WAIT5,30,upside,12.722927423401957,15.464813205907912,2.442650471534568,1.538461538461533,0.0,194,0.0,0.0,0.0,0.1648392081831096,3.2184415967005444,5.872475961538479,9.641305047643574,0.7628865979381443,0.23711340206185566
FIRST_CLOSE_UP1,WAIT5,30,downside,10.97131902316657,16.43835616438356,2.577648004266662,1.8685986964618262,0.0,194,0.0,0.0,0.17888292519287924,0.819746376811592,3.5610120902405615,5.113181089743585,6.840123317754375,0.9123711340206185,0.08762886597938144
FIRST_CLOSE_UP1,WAIT5,60,upside,16.545893858250945,27.19374456993919,3.224590531916258,2.037489812550941,0.0,161,0.0,0.0,0.0,0.48309178743961567,3.825136612021862,8.267716535433077,12.5,0.8074534161490683,0.19254658385093168
FIRST_CLOSE_UP1,WAIT5,60,downside,11.266347917310654,16.43835616438356,3.196054836115812,2.7932960893854775,0.0,161,0.0,0.0,0.2823529411764891,1.0526315789473717,4.571428571428571,6.137424949966642,7.729083665338643,0.9254658385093167,0.07453416149068323
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,5,upside,13.571428571428568,14.28571428571428,2.3049805177986356,0.7172498591116461,0.0,88,0.0,0.0,0.0,0.0,3.4691065248045216,5.350877192982452,12.5,0.625,0.375
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,5,downside,8.862753902736118,12.5,1.7788570057434814,0.25386929685803916,0.0,88,0.0,0.0,0.0,0.0,3.2499196227628397,5.053727008712489,5.833217124529356,0.5340909090909091,0.4659090909090909
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,10,upside,13.571428571428568,14.28571428571428,2.8870862121961167,1.3206231109044286,0.0,88,0.0,0.0,0.0,0.0,4.008064516129034,9.127630511134615,12.5,0.6818181818181818,0.3181818181818182
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,10,downside,11.572088173964849,12.5,2.5453946478899714,1.8384589388306782,0.0,88,0.0,0.0,0.0,0.0,4.1666666666666625,5.9704963784969145,8.869207200306382,0.6363636363636364,0.36363636363636365
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,15,upside,13.589340546863573,14.28571428571428,3.349300203349044,2.3993808049535548,0.0,88,0.0,0.0,0.0,0.0,4.761904761904767,9.127630511134615,12.5,0.7272727272727273,0.2727272727272727
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,15,downside,11.68140589569161,12.5,2.6505791870679154,1.9327731092437073,0.0,88,0.0,0.0,0.0,0.0,4.195528967254405,5.9704963784969145,9.604612354325099,0.6477272727272727,0.3522727272727273
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,30,upside,14.413737329705398,16.621983914209125,4.066545412548995,3.327796234772984,0.0,88,0.0,0.0,0.0,0.1807238177233772,5.555555555555558,11.97837951301427,12.558213920163768,0.7613636363636364,0.23863636363636365
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,30,downside,12.539123630672927,14.084507042253524,3.0114156200192457,2.7000964320154255,0.0,88,0.0,0.0,0.0,0.0,4.347826086956519,6.310483870967736,10.936507936507937,0.6590909090909091,0.3409090909090909
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,60,upside,19.959783211472747,28.127623845507976,4.7939722957136865,3.327796234772984,0.0,74,0.0,0.0,0.0,0.4066711981299487,6.1009604968585265,12.5,14.28571428571428,0.7972972972972973,0.20270270270270271
FIRST_HIGH_TOUCH3,DIP_CLOSE_FALLBACK10,60,downside,12.89612676056338,14.084507042253524,3.8732372786321863,3.5167115545940266,0.0,74,0.0,0.0,0.0,0.07575757575757625,5.206552415231702,8.446775844421701,11.597222222222218,0.7432432432432432,0.25675675675675674
FIRST_HIGH_TOUCH3,IMMEDIATE,5,upside,12.553191489361705,12.765957446808528,3.543115423168541,3.3434959349593507,0.0,88,0.0,0.0,0.0,0.0,5.005707762557076,7.03963963963965,12.331730769230758,0.6818181818181818,0.3181818181818182
FIRST_HIGH_TOUCH3,IMMEDIATE,5,downside,12.222222222222223,12.5,1.7795615001166936,0.22542496321362182,0.0,88,0.0,0.0,0.0,0.0,3.0791788856304985,5.000000000000004,9.72222222222219,0.5454545454545454,0.45454545454545453
FIRST_HIGH_TOUCH3,IMMEDIATE,10,upside,12.825515939105507,13.461538461538458,4.140555364080155,3.6206896551724044,0.0,88,0.0,0.0,0.0,0.0,5.633041505688863,10.365958915933017,12.5,0.6931818181818182,0.3068181818181818
FIRST_HIGH_TOUCH3,IMMEDIATE,10,downside,12.857142857142858,14.28571428571429,2.523966176969146,0.5935155180480711,0.0,88,0.0,0.0,0.0,0.0,4.1666666666666625,6.585094549499447,12.5,0.6477272727272727,0.3522727272727273
FIRST_HIGH_TOUCH3,IMMEDIATE,15,upside,14.254026959316413,18.95131086142321,4.396659665665287,3.949999999999998,0.0,88,0.0,0.0,0.0,0.0,6.114490831507319,11.527777777777777,12.647727272727266,0.6931818181818182,0.3068181818181818
