opportunity,session,selectionTime,path,reason,gateMask,rows,remainingActive,missingRegular,fullSessionEvaluable,terminalAuctionObserved,nearMorningEnd,nearAfternoonEnd,crossesLunch
2025-07-09|21340,2025-07-09,11:00,MULTI_SWING_CHOP,,NONE,206,205,1,True,True,True,False,True
2025-07-09|218A0,2025-07-09,10:30,MULTI_SWING_CHOP,,NONE,237,235,0,True,True,False,False,True
2025-07-09|219A0,2025-07-09,13:00,CONSOLIDATION_BREAKOUT,,NONE,144,145,2,True,True,False,False,False
2025-07-09|23230,2025-07-09,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,25,265,241,True,True,False,False,True
2025-07-09|27260,2025-07-09,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,144,145,2,True,True,False,False,False
2025-07-09|29260,2025-07-09,14:30,MULTI_SWING_CHOP,,NONE,46,55,10,True,True,False,False,False
2025-07-09|33700,2025-07-09,13:30,MULTI_SWING_CHOP,,NONE,112,115,4,True,True,False,False,False
2025-07-09|341A0,2025-07-09,11:30,MULTI_SWING_CHOP,,NONE,174,175,2,True,True,True,False,False
2025-07-09|39530,2025-07-09,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20|REMAINING_LT30,1,25,24,False,False,False,True,False
2025-07-09|40200,2025-07-09,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,85,80,True,True,False,False,False
2025-07-09|40690,2025-07-09,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20|REMAINING_LT30,2,25,23,False,False,False,True,False
2025-07-09|42550,2025-07-09,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20|REMAINING_LT30,2,25,23,False,False,False,True,False
2025-07-09|44780,2025-07-09,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,239,295,58,True,True,False,False,True
2025-07-09|45840,2025-07-09,13:30,MULTI_SWING_CHOP,,NONE,109,115,7,True,True,False,False,False
2025-07-09|45860,2025-07-09,09:30,MULTI_SWING_CHOP,,NONE,147,295,149,True,True,False,False,True
2025-07-09|47620,2025-07-09,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,5,55,51,True,True,False,False,False
2025-07-09|50280,2025-07-09,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,35,205,172,True,True,True,False,True
2025-07-09|52840,2025-07-09,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,5,55,51,True,True,False,False,False
2025-07-09|56160,2025-07-09,14:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,56,55,0,True,True,False,False,False
2025-07-09|58010,2025-07-09,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
2025-07-09|58020,2025-07-09,10:00,CONSOLIDATION_BREAKOUT,,NONE,267,265,0,True,True,False,False,True
2025-07-09|61900,2025-07-09,10:30,PULLBACK_RECOVERY,,NONE,20,235,216,True,True,False,False,True
2025-07-09|65730,2025-07-09,14:00,MULTI_SWING_CHOP,,NONE,62,85,24,True,True,False,False,False
2025-07-09|66960,2025-07-09,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,116,235,121,True,True,False,False,True
2025-07-09|67860,2025-07-09,10:30,MULTI_SWING_CHOP,,NONE,197,235,40,True,True,False,False,True
2025-07-09|68360,2025-07-09,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,106,145,40,True,True,False,False,False
2025-07-09|70420,2025-07-09,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,4,175,171,False,False,True,False,False
2025-07-09|70440,2025-07-09,09:30,MULTI_SWING_CHOP,,NONE,269,295,28,True,True,False,False,True
2025-07-09|70780,2025-07-09,10:30,PULLBACK_RECOVERY,,NONE,81,235,155,True,True,False,False,True
2025-07-09|70930,2025-07-09,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,10,25,16,True,True,False,True,False
2025-07-09|71400,2025-07-09,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,17,115,99,True,True,False,False,False
2025-07-09|76940,2025-07-09,13:00,MULTI_SWING_CHOP,,NONE,145,145,1,True,True,False,False,False
2025-07-09|82250,2025-07-09,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,11,205,196,True,True,True,False,True
2025-07-09|89380,2025-07-09,11:30,PULLBACK_RECOVERY,,NONE,20,175,156,True,True,True,False,False
2025-07-09|92530,2025-07-09,09:30,MULTI_SWING_CHOP,,NONE,98,295,198,True,True,False,False,True
2025-07-09|93690,2025-07-09,14:00,PULLBACK_RECOVERY,,NONE,64,85,22,True,True,False,False,False
2025-07-09|95190,2025-07-09,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,215,265,52,True,True,False,False,True
2025-07-09|97800,2025-07-09,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,2,85,84,True,True,False,False,False
2025-07-10|142A0,2025-07-10,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,4,115,111,False,False,False,False,False
2025-07-10|18480,2025-07-10,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,38,205,169,True,True,True,False,True
2025-07-10|21340,2025-07-10,09:30,MULTI_SWING_CHOP,,NONE,296,295,1,True,True,False,False,True
2025-07-10|228A0,2025-07-10,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,16,115,100,True,True,False,False,False
2025-07-10|23030,2025-07-10,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,24,55,32,True,True,False,False,False
2025-07-10|23320,2025-07-10,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,55,52,True,True,False,False,False
2025-07-10|23510,2025-07-10,10:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,66,265,201,True,True,False,False,True
2025-07-10|23880,2025-07-10,10:00,MULTI_SWING_CHOP,,NONE,229,265,38,True,True,False,False,True
2025-07-10|25860,2025-07-10,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-07-10|26730,2025-07-10,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-07-10|29260,2025-07-10,13:00,MULTI_SWING_CHOP,,NONE,125,145,21,True,True,False,False,False
2025-07-10|298A0,2025-07-10,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,175,168,True,True,True,False,False
2025-07-10|30700,2025-07-10,11:30,MULTI_SWING_CHOP,,NONE,138,175,38,True,True,True,False,False
2025-07-10|35420,2025-07-10,14:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,66,85,20,True,True,False,False,False
2025-07-10|36280,2025-07-10,14:30,DIRECT_CONTINUATION,,NONE,32,55,24,True,True,False,False,False
2025-07-10|369A0,2025-07-10,10:30,PULLBACK_RECOVERY,,NONE,164,235,73,True,True,False,False,True
2025-07-10|37470,2025-07-10,13:30,PULLBACK_RECOVERY,,NONE,91,115,25,True,True,False,False,False
2025-07-10|38100,2025-07-10,11:00,DIRECT_CONTINUATION,,NONE,118,205,88,True,True,True,False,True
2025-07-10|39050,2025-07-10,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,1,175,175,True,True,True,False,False
2025-07-10|39360,2025-07-10,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,232,295,65,True,True,False,False,True
2025-07-10|44220,2025-07-10,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,5,175,171,True,True,True,False,False
2025-07-10|44320,2025-07-10,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,116,145,30,True,True,False,False,False
2025-07-10|45930,2025-07-10,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,145,145,1,True,True,False,False,False
2025-07-10|50290,2025-07-10,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,17,175,159,True,True,True,False,False
2025-07-10|51290,2025-07-10,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,235,221,True,True,False,False,True
2025-07-10|52550,2025-07-10,09:30,MULTI_SWING_CHOP,,NONE,295,295,2,True,True,False,False,True
2025-07-10|52730,2025-07-10,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,17,205,189,True,True,True,False,True
2025-07-10|54820,2025-07-10,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,74,85,12,True,True,False,False,False
2025-07-10|55770,2025-07-10,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,19,25,7,True,True,False,True,False
2025-07-10|57240,2025-07-10,09:30,MULTI_SWING_CHOP,,NONE,234,295,63,True,True,False,False,True
2025-07-10|59300,2025-07-10,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,129,265,138,True,True,False,False,True
2025-07-10|60180,2025-07-10,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,37,265,229,True,True,False,False,True
2025-07-10|65730,2025-07-10,10:30,MULTI_SWING_CHOP,,NONE,212,235,25,True,True,False,False,True
2025-07-10|66940,2025-07-10,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,2,55,53,False,False,False,False,False
2025-07-10|67860,2025-07-10,10:30,MULTI_SWING_CHOP,,NONE,173,235,64,True,True,False,False,True
2025-07-10|70440,2025-07-10,10:00,MULTI_SWING_CHOP,,NONE,244,265,23,True,True,False,False,True
2025-07-10|70820,2025-07-10,13:00,PULLBACK_RECOVERY,,NONE,83,145,63,True,True,False,False,False
2025-07-10|72920,2025-07-10,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,9,205,197,True,True,True,False,True
2025-07-10|73590,2025-07-10,09:30,MULTI_SWING_CHOP,,NONE,290,295,7,True,True,False,False,True
2025-07-10|91710,2025-07-10,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,4,25,22,True,True,False,True,False
2025-07-10|92530,2025-07-10,13:30,PULLBACK_RECOVERY,,NONE,29,115,87,True,True,False,False,False
2025-07-10|95600,2025-07-10,10:30,MULTI_SWING_CHOP,,NONE,233,235,4,True,True,False,False,True
2025-07-10|98780,2025-07-10,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,18,25,8,True,True,False,True,False
2025-07-15|14070,2025-07-15,13:00,MULTI_SWING_CHOP,,NONE,142,145,4,True,True,False,False,False
2025-07-15|142A0,2025-07-15,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,55,48,True,True,False,False,False
2025-07-15|18870,2025-07-15,14:30,PERSISTENT_WEAKNESS,,NONE,51,55,5,True,True,False,False,False
2025-07-15|205A0,2025-07-15,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,61,145,85,True,True,False,False,False
2025-07-15|219A0,2025-07-15,14:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,86,85,0,True,True,False,False,False
2025-07-15|23340,2025-07-15,10:00,PULLBACK_RECOVERY,,NONE,205,265,62,True,True,False,False,True
2025-07-15|24040,2025-07-15,11:30,MULTI_SWING_CHOP,,NONE,95,175,81,True,True,True,False,False
2025-07-15|27430,2025-07-15,10:00,MULTI_SWING_CHOP,,NONE,264,265,3,True,True,False,False,True
2025-07-15|276A0,2025-07-15,10:30,MULTI_SWING_CHOP,,NONE,101,235,136,True,True,False,False,True
2025-07-15|29360,2025-07-15,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-07-15|33700,2025-07-15,11:00,MULTI_SWING_CHOP,,NONE,135,205,71,True,True,True,False,True
2025-07-15|34090,2025-07-15,10:30,MULTI_SWING_CHOP,,NONE,210,235,27,True,True,False,False,True
2025-07-15|35410,2025-07-15,10:00,MULTI_SWING_CHOP,,NONE,256,265,11,True,True,False,False,True
2025-07-15|36710,2025-07-15,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,127,235,110,True,True,False,False,True
2025-07-15|38030,2025-07-15,11:30,DIRECT_CONTINUATION,,NONE,60,175,116,True,True,True,False,False
2025-07-15|39400,2025-07-15,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,20,25,6,True,True,False,True,False
2025-07-15|44340,2025-07-15,13:00,PULLBACK_RECOVERY,,NONE,109,145,37,True,True,False,False,False
2025-07-15|47600,2025-07-15,09:30,PULLBACK_RECOVERY,,NONE,98,295,199,True,True,False,False,True
2025-07-15|50260,2025-07-15,14:00,MULTI_SWING_CHOP,,NONE,85,85,1,True,True,False,False,False
2025-07-15|52460,2025-07-15,11:00,MULTI_SWING_CHOP,,NONE,207,205,0,True,True,True,False,True
2025-07-15|52550,2025-07-15,10:30,MULTI_SWING_CHOP,,NONE,234,235,3,True,True,False,False,True
2025-07-15|57210,2025-07-15,09:30,MULTI_SWING_CHOP,,NONE,284,295,13,True,True,False,False,True
2025-07-15|67310,2025-07-15,14:30,MULTI_SWING_CHOP,,NONE,56,55,0,True,True,False,False,False
2025-07-15|70420,2025-07-15,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,3,25,23,True,True,False,True,False
2025-07-15|71380,2025-07-15,09:30,MULTI_SWING_CHOP,,NONE,294,295,3,True,True,False,False,True
2025-07-15|76940,2025-07-15,14:00,PERSISTENT_WEAKNESS,,NONE,65,85,21,True,True,False,False,False
2025-07-15|78780,2025-07-15,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,27,205,180,True,True,True,False,True
2025-07-15|79020,2025-07-15,09:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,10,295,286,True,True,False,False,True
2025-07-15|81150,2025-07-15,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,120,235,116,True,True,False,False,True
2025-07-15|82750,2025-07-15,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,175,163,True,True,True,False,False
2025-07-15|88870,2025-07-15,09:30,MULTI_SWING_CHOP,,NONE,245,295,52,True,True,False,False,True
2025-07-15|88940,2025-07-15,10:00,MULTI_SWING_CHOP,,NONE,258,265,9,True,True,False,False,True
2025-07-15|91650,2025-07-15,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,17,115,99,True,True,False,False,False
2025-07-15|92440,2025-07-15,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,59,145,87,True,True,False,False,False
2025-07-16|17700,2025-07-16,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,1,25,25,True,True,False,True,False
2025-07-16|27430,2025-07-16,10:30,MULTI_SWING_CHOP,,NONE,231,235,6,True,True,False,False,True
2025-07-16|277A0,2025-07-16,10:30,MULTI_SWING_CHOP,,NONE,225,235,12,True,True,False,False,True
2025-07-16|32410,2025-07-16,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,12,175,164,True,True,True,False,False
2025-07-16|33530,2025-07-16,13:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,59,115,57,True,True,False,False,False
2025-07-16|34090,2025-07-16,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,80,115,36,True,True,False,False,False
2025-07-16|35410,2025-07-16,13:00,CONSOLIDATION_BREAKOUT,,NONE,132,145,14,True,True,False,False,False
2025-07-16|36640,2025-07-16,13:00,MULTI_SWING_CHOP,,NONE,145,145,1,True,True,False,False,False
2025-07-16|37470,2025-07-16,09:30,MULTI_SWING_CHOP,,NONE,290,295,7,True,True,False,False,True
2025-07-16|38030,2025-07-16,10:30,MULTI_SWING_CHOP,,NONE,99,235,137,True,True,False,False,True
2025-07-16|38230,2025-07-16,14:30,MULTI_SWING_CHOP,,NONE,53,55,3,True,True,False,False,False
2025-07-16|39350,2025-07-16,11:00,MULTI_SWING_CHOP,,NONE,183,205,24,True,True,True,False,True
2025-07-16|42610,2025-07-16,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,4,55,51,False,False,False,False,False
2025-07-16|43700,2025-07-16,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,55,52,True,True,False,False,False
2025-07-16|44130,2025-07-16,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-07-16|44450,2025-07-16,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,7,205,198,False,False,True,False,True
2025-07-16|45520,2025-07-16,10:30,MULTI_SWING_CHOP,,NONE,237,235,0,True,True,False,False,True
2025-07-16|47600,2025-07-16,10:30,PULLBACK_RECOVERY,,NONE,55,235,182,True,True,False,False,True
2025-07-16|47840,2025-07-16,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-07-16|50260,2025-07-16,09:30,MULTI_SWING_CHOP,,NONE,202,295,95,True,True,False,False,True
2025-07-16|51260,2025-07-16,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,3,25,23,True,True,False,True,False
2025-07-16|60470,2025-07-16,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,85,85,1,True,True,False,False,False
2025-07-16|65580,2025-07-16,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,31,265,235,True,True,False,False,True
2025-07-16|66120,2025-07-16,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,2,85,84,True,True,False,False,False
2025-07-16|67310,2025-07-16,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,86,85,0,True,True,False,False,False
2025-07-16|69200,2025-07-16,14:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,56,55,0,True,True,False,False,False
2025-07-16|70820,2025-07-16,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,61,265,205,True,True,False,False,True
2025-07-16|70890,2025-07-16,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,115,108,True,True,False,False,False
2025-07-16|70910,2025-07-16,13:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,71,115,45,True,True,False,False,False
2025-07-16|70960,2025-07-16,10:00,MULTI_SWING_CHOP,,NONE,250,265,17,True,True,False,False,True
2025-07-16|73510,2025-07-16,10:00,MULTI_SWING_CHOP,,NONE,241,265,26,True,True,False,False,True
2025-07-16|74170,2025-07-16,09:30,MULTI_SWING_CHOP,,NONE,244,295,53,True,True,False,False,True
2025-07-16|76100,2025-07-16,09:30,MULTI_SWING_CHOP,,NONE,281,295,16,True,True,False,False,True
2025-07-16|79850,2025-07-16,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,55,48,True,True,False,False,False
2025-07-16|88940,2025-07-16,11:00,MULTI_SWING_CHOP,,NONE,173,205,34,True,True,True,False,True
2025-07-16|91270,2025-07-16,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,18,175,157,False,False,True,False,False
2025-07-16|92140,2025-07-16,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,18,115,98,True,True,False,False,False
2025-07-16|94250,2025-07-16,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,71,175,105,True,True,True,False,False
2025-07-16|98780,2025-07-16,11:00,MULTI_SWING_CHOP,,NONE,168,205,39,True,True,True,False,True
2025-07-16|99820,2025-07-16,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,12,85,74,True,True,False,False,False
2025-07-17|14070,2025-07-17,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,232,235,5,True,True,False,False,True
2025-07-17|145A0,2025-07-17,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,56,205,151,True,True,True,False,True
2025-07-17|148A0,2025-07-17,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,27,205,179,True,True,True,False,True
2025-07-17|23340,2025-07-17,09:30,MULTI_SWING_CHOP,,NONE,219,295,77,True,True,False,False,True
2025-07-17|24800,2025-07-17,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,5,145,141,True,True,False,False,False
2025-07-17|27430,2025-07-17,10:30,MULTI_SWING_CHOP,,NONE,208,235,29,True,True,False,False,True
2025-07-17|281A0,2025-07-17,11:30,MULTI_SWING_CHOP,,NONE,176,175,0,True,True,True,False,False
2025-07-17|31890,2025-07-17,10:30,MULTI_SWING_CHOP,,NONE,189,235,48,True,True,False,False,True
2025-07-17|32380,2025-07-17,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,17,145,129,True,True,False,False,False
2025-07-17|33500,2025-07-17,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-07-17|34790,2025-07-17,10:30,PULLBACK_RECOVERY,,NONE,202,235,35,True,True,False,False,True
2025-07-17|34940,2025-07-17,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,55,43,True,True,False,False,False
2025-07-17|350A0,2025-07-17,11:00,PULLBACK_RECOVERY,,NONE,134,205,73,True,True,True,False,True
2025-07-17|37470,2025-07-17,14:00,MULTI_SWING_CHOP,,NONE,85,85,1,True,True,False,False,False
2025-07-17|38260,2025-07-17,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,19,55,37,True,True,False,False,False
2025-07-17|41750,2025-07-17,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,18,25,8,True,True,False,True,False
2025-07-17|43160,2025-07-17,09:30,MULTI_SWING_CHOP,,NONE,192,295,104,True,True,False,False,True
2025-07-17|43720,2025-07-17,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,175,172,True,True,True,False,False
2025-07-17|44440,2025-07-17,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,12,205,194,True,True,True,False,True
2025-07-17|44450,2025-07-17,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,85,82,True,True,False,False,False
2025-07-17|45930,2025-07-17,10:00,MULTI_SWING_CHOP,,NONE,259,265,8,True,True,False,False,True
2025-07-17|45980,2025-07-17,14:00,PULLBACK_RECOVERY,,NONE,83,85,3,True,True,False,False,False
2025-07-17|48890,2025-07-17,09:30,MULTI_SWING_CHOP,,NONE,293,295,4,True,True,False,False,True
2025-07-17|50260,2025-07-17,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,46,55,10,True,True,False,False,False
2025-07-17|51260,2025-07-17,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,5,205,201,True,True,True,False,True
2025-07-17|55740,2025-07-17,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-07-17|59050,2025-07-17,09:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,9,295,286,False,False,False,False,True
2025-07-17|60220,2025-07-17,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,21,265,245,True,True,False,False,True
2025-07-17|67310,2025-07-17,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
2025-07-17|70140,2025-07-17,10:00,MULTI_SWING_CHOP,,NONE,264,265,3,True,True,False,False,True
2025-07-17|70180,2025-07-17,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,49,265,218,True,True,False,False,True
2025-07-17|70420,2025-07-17,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,2,25,24,True,True,False,True,False
2025-07-17|70780,2025-07-17,13:00,MULTI_SWING_CHOP,,NONE,123,145,23,True,True,False,False,False
2025-07-17|71380,2025-07-17,14:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,69,85,17,True,True,False,False,False
2025-07-17|71400,2025-07-17,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,6,25,20,True,True,False,True,False
2025-07-17|73180,2025-07-17,13:30,PULLBACK_RECOVERY,,NONE,55,115,61,True,True,False,False,False
2025-07-17|75710,2025-07-17,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,55,50,True,True,False,False,False
2025-07-17|76940,2025-07-17,09:30,MULTI_SWING_CHOP,,NONE,288,295,9,True,True,False,False,True
2025-07-17|92350,2025-07-17,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-07-17|93310,2025-07-17,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,4,175,171,False,False,True,False,False
2025-07-17|93420,2025-07-17,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,175,169,True,True,True,False,False
2025-07-17|94250,2025-07-17,10:30,PULLBACK_RECOVERY,,NONE,104,235,133,True,True,False,False,True
